Date,AnimalID,StartTime,EndTime,TotalResponses,ReinforcedResponses,IRT_List
08/26/25,6,9:51:14,10:51:19,56.000,43.000,664.100;1262.100;0.200;1101.100;0.200;365.100;0.200;1856.100;0.200;35.100;2381.100;0.200;884.100;0.200;153.100;0.200;150.100;0.200;113.100;0.200;82.100;0.200;92.100;0.200;17.100;66.100;0.200;118.100;0.200;247.100;0.200;138.100;0.200;123.100;0.200;157.100;0.200;155.100;0.200;11.100;1202.100;0.200;22.100;616.100;0.200;40.100;58.100;0.200;3687.100;0.200;225.100;0.200;113.100;0.200;145.100;0.200;220.100;0.200;119.100;0.200;12.100;178.100;0.200;252.100;0.200;286.100;0.200;57.100;0.200;42.100;664.100;0.200;18.100;3320.100;0.200;4326.100;0.200;290.100;0.200;1775.100;0.200;211.100;0.200;60.100;0.200;540.100;0.200;2225.100;0.200;32.100;39.100;23.100;22.100;2058.100;0.200;74.100;0.200;28.100
08/26/25,1,11:02:10,12:02:15,76.000,65.000,896.100;83.100;0.200;100.100;0.200;107.100;0.200;114.100;0.200;95.100;0.200;138.100;0.200;100.100;0.200;120.100;0.200;113.100;0.200;149.100;0.200;146.100;0.200;166.100;0.200;111.100;0.200;109.100;0.200;125.100;0.200;117.100;0.200;5.100;120.100;0.200;1197.100;0.200;193.100;0.200;119.100;0.200;17.100;109.100;0.200;120.100;0.200;127.100;0.200;100.100;0.200;150.100;0.200;138.100;0.200;135.100;0.200;1211.100;0.200;860.100;0.200;134.100;0.200;3.100;232.100;0.200;148.100;0.200;233.100;0.200;151.100;0.200;137.100;0.200;137.100;0.200;170.100;0.200;173.100;0.200;164.100;0.200;141.100;0.200;239.100;0.200;159.100;0.200;4.100;153.100;0.200;6.100;874.100;0.200;213.100;0.200;139.100;0.200;558.100;0.200;1273.100;0.200;158.100;0.200;253.100;0.200;200.100;0.200;211.100;0.200;2214.100;0.200;10.100;135.100;0.200;2887.100;0.200;10.100;0.100;1.100;145.100;0.200;160.100;0.200;1772.100;0.200;316.100;0.200;315.100;0.200;2898.100;0.200;1848.100;0.200;2.100;2.100;166.100;0.200;7220.100;0.200
08/26/25,2,11:02:10,12:02:15,85.000,66.000,211.100;214.100;0.200;5.100;177.100;0.200;73.100;0.200;131.100;0.200;80.100;0.200;142.100;0.200;120.100;0.200;130.100;0.200;7.100;84.100;0.200;104.100;0.200;170.100;0.200;328.100;0.200;86.100;0.200;96.100;0.200;307.100;0.200;395.100;0.200;84.100;0.200;280.100;0.200;11.100;95.100;0.200;134.100;0.200;6.100;140.100;0.200;147.100;0.200;99.100;0.200;156.100;0.200;160.100;0.200;192.100;0.200;459.100;0.200;119.100;0.200;159.100;0.200;138.100;0.200;11.100;6.100;10.100;202.100;0.200;101.100;0.200;99.100;0.200;7.100;557.100;0.200;101.100;0.200;131.100;0.200;128.100;0.200;184.100;0.200;85.100;0.200;1000.100;0.200;112.100;0.200;192.100;0.200;146.100;0.200;116.100;0.200;127.100;0.200;290.100;0.200;6.100;67.100;0.200;22.100;8.100;519.100;0.200;1044.100;0.200;1322.100;0.200;1014.100;0.200;939.100;0.200;8.100;7.100;1282.100;0.200;970.100;0.200;268.100;0.200;5.100;7.100;8.100;14332.100;0.200;148.100;0.200;197.100;0.200;6.100;4.100;129.100;0.200;187.100;0.200;5.100;161.100;0.200;815.100;0.200;386.100;0.200;155.100;0.200;719.100;0.200
08/26/25,3,11:02:10,12:02:15,79.000,68.000,180.100;938.100;0.200;83.100;0.200;100.100;0.200;76.100;0.200;98.100;0.200;526.100;0.200;88.100;0.200;68.100;0.200;164.100;0.200;246.100;0.200;105.100;0.200;11.100;1216.100;0.200;229.100;0.200;73.100;0.200;123.100;0.200;472.100;0.200;473.100;0.200;74.100;0.200;86.100;0.200;166.100;0.200;117.100;0.200;279.100;0.200;121.100;0.200;158.100;0.200;93.100;0.200;133.100;0.200;880.100;0.200;285.100;0.200;2.100;603.100;0.200;154.100;0.200;594.100;0.200;1091.100;0.200;142.100;0.200;91.100;0.200;303.100;0.200;95.100;0.200;121.100;0.200;106.100;0.200;349.100;0.200;84.100;0.200;130.100;0.200;68.100;0.200;193.100;0.200;119.100;0.200;7.100;132.100;0.200;2021.100;0.200;37.100;21.100;44.100;582.100;0.200;4.100;186.100;0.200;115.100;0.200;1160.100;0.200;101.100;0.200;15.100;918.100;0.200;109.100;0.200;2957.100;0.200;356.100;0.200;1586.100;0.200;7.100;221.100;0.200;1964.100;0.200;892.100;0.200;2719.100;0.200;118.100;0.200;295.100;0.200;1615.100;0.200;12.100;1834.100;0.200;130.100;0.200;20.100;216.100;0.200;2529.100;0.200
08/26/25,4,11:02:10,12:02:15,187.000,80.000,940.100;7.100;974.100;0.200;1.100;157.100;0.200;1.100;4.100;1.100;77.100;0.200;1.100;233.100;0.200;19.100;1953.100;0.200;11.100;7.100;162.100;0.200;81.100;0.200;7.100;1.100;11.100;2.100;161.100;0.200;96.100;0.200;119.100;0.200;68.100;0.200;192.100;0.200;3.100;111.100;0.200;10.100;132.100;0.200;16.100;7.100;98.100;0.200;87.100;0.200;126.100;0.200;170.100;0.200;91.100;0.200;253.100;0.200;2.100;90.100;0.200;81.100;0.200;96.100;0.200;524.100;0.200;212.100;0.200;192.100;0.200;347.100;0.200;71.100;0.200;113.100;0.200;146.100;0.200;5.100;9.100;13.100;5.100;6.100;376.100;0.200;313.100;0.200;70.100;0.200;4.100;456.100;0.200;25.100;4.100;12.100;2.100;455.100;0.200;25.100;4.100;929.100;0.200;2.100;1.100;1185.100;0.200;116.100;0.200;1.100;83.100;0.200;529.100;0.200;135.100;0.200;4.100;112.100;0.200;283.100;0.200;204.100;0.200;184.100;0.200;5.100;90.100;0.200;91.100;0.200;7.100;107.100;0.200;3.100;365.100;0.200;137.100;0.200;7.100;120.100;0.200;311.100;0.200;3.100;1.100;118.100;0.200;799.100;0.200;39.100;11.100;63.100;0.200;3.100;15.100;29.100;6.100;211.100;0.200;43.100;7.100;7.100;16.100;6.100;3.100;8.100;25.100;18.100;6.100;4.100;3.100;3.100;78.100;0.200;384.100;0.200;21.100;64.100;0.200;1124.100;0.200;3.100;24.100;1237.100;0.200;3292.100;0.200;1.100;6.100;1863.100;0.200;70.100;0.200;2.100;4.100;26.100;1.100;4.100;1.100;4.100;166.100;0.200;646.100;0.200;3.100;5.100;5.100;5.100;26.100;4.100;4.100;1.100;0.100;7.100;3.100;871.100;0.200;1872.100;0.200;987.100;0.200;16.100;966.100;0.200;65.100;0.200;18.100;51.100;0.200;1.100;565.100;0.200;2.100;416.100;0.200;159.100;0.200;3.100;564.100;0.200;4.100;35.100;4.100;2.100;2.100;5.100;20.100;1.100;2132.100;0.200;1.100;1172.100;0.200;10.100;1.100;12.100;0.100;33.100;5.100;2.100;138.100;0.200;4.100;10.100;1.100;4.100;4.100
08/26/25,5,11:02:10,12:02:15,68.000,56.000,325.100;9.100;444.100;0.200;138.100;0.200;13.100;640.100;0.200;353.100;0.200;193.100;0.200;205.100;0.200;165.100;0.200;159.100;0.200;508.100;0.200;139.100;0.200;132.100;0.200;192.100;0.200;523.100;0.200;143.100;0.200;19.100;733.100;0.200;2.100;161.100;0.200;632.100;0.200;1463.100;0.200;825.100;0.200;292.100;0.200;399.100;0.200;604.100;0.200;760.100;0.200;18.100;133.100;0.200;232.100;0.200;4.100;1483.100;0.200;255.100;0.200;162.100;0.200;653.100;0.200;252.100;0.200;109.100;0.200;6.100;1415.100;0.200;1089.100;0.200;138.100;0.200;1.100;4.100;121.100;0.200;575.100;0.200;185.100;0.200;1417.100;0.200;554.100;0.200;799.100;0.200;204.100;0.200;18.100;848.100;0.200;228.100;0.200;24.100;962.100;0.200;1429.100;0.200;1994.100;0.200;212.100;0.200;526.100;0.200;10.100;187.100;0.200;241.100;0.200;1436.100;0.200;897.100;0.200;2125.100;0.200;1006.100;0.200;1003.100;0.200
08/26/25,6,11:02:10,12:02:15,124.000,97.000,157.100;76.100;0.200;373.100;0.200;48.100;196.100;0.200;62.100;0.200;68.100;0.200;179.100;0.200;67.100;0.200;103.100;0.200;157.100;0.200;73.100;0.200;128.100;0.200;96.100;0.200;103.100;0.200;509.100;0.200;53.100;0.200;64.100;0.200;64.100;0.200;109.100;0.200;76.100;0.200;144.100;0.200;83.100;0.200;406.100;0.200;95.100;0.200;73.100;0.200;120.100;0.200;29.100;143.100;0.200;109.100;0.200;448.100;0.200;77.100;0.200;138.100;0.200;75.100;0.200;99.100;0.200;107.100;0.200;116.100;0.200;107.100;0.200;152.100;0.200;48.100;20.100;6.100;48.100;69.100;0.200;3.100;217.100;0.200;103.100;0.200;108.100;0.200;408.100;0.200;325.100;0.200;65.100;0.200;85.100;0.200;932.100;0.200;117.100;0.200;170.100;0.200;75.100;0.200;122.100;0.200;88.100;0.200;131.100;0.200;99.100;0.200;510.100;0.200;129.100;0.200;148.100;0.200;438.100;0.200;110.100;0.200;98.100;0.200;984.100;0.200;82.100;0.200;85.100;0.200;118.100;0.200;118.100;0.200;95.100;0.200;112.100;0.200;154.100;0.200;83.100;0.200;128.100;0.200;141.100;0.200;105.100;0.200;135.100;0.200;119.100;0.200;101.100;0.200;114.100;0.200;233.100;0.200;99.100;0.200;66.100;0.200;785.100;0.200;16.100;462.100;0.200;1355.100;0.200;23.100;1019.100;0.200;1275.100;0.200;617.100;0.200;131.100;0.200;1291.100;0.200;795.100;0.200;1543.100;0.200;49.100;11.100;17.100;0.100;17.100;7.100;701.100;0.200;1200.100;0.200;16.100;2.100;5.100;16.100;185.100;0.200;6545.100;0.200;69.100;0.200;275.100;0.200;166.100;0.200;23.100;13.100;10.100;26.100;6.100;5.100;31.100;2.100;233.100;0.200;1626.100;0.200
08/26/25,1,12:09:26,13:09:32,83.000,77.000,57.100;101.100;0.200;93.100;0.200;131.100;0.200;4.100;88.100;0.200;96.100;0.200;141.100;0.200;107.100;0.200;140.100;0.200;126.100;0.200;179.100;0.200;160.100;0.200;132.100;0.200;164.100;0.200;160.100;0.200;577.100;0.200;230.100;0.200;221.100;0.200;124.100;0.200;207.100;0.200;195.100;0.200;161.100;0.200;192.100;0.200;146.100;0.200;164.100;0.200;3.100;635.100;0.200;190.100;0.200;190.100;0.200;170.100;0.200;482.100;0.200;144.100;0.200;165.100;0.200;139.100;0.200;977.100;0.200;146.100;0.200;137.100;0.200;138.100;0.200;453.100;0.200;158.100;0.200;128.100;0.200;127.100;0.200;693.100;0.200;97.100;0.200;141.100;0.200;207.100;0.200;1045.100;0.200;157.100;0.200;167.100;0.200;732.100;0.200;4.100;110.100;0.200;1381.100;0.200;142.100;0.200;142.100;0.200;78.100;0.200;253.100;0.200;2335.100;0.200;150.100;0.200;204.100;0.200;191.100;0.200;1882.100;0.200;138.100;0.200;213.100;0.200;799.100;0.200;170.100;0.200;2476.100;0.200;148.100;0.200;145.100;0.200;1867.100;0.200;160.100;0.200;197.100;0.200;2304.100;0.200;131.100;0.200;1252.100;0.200;123.100;0.200;293.100;0.200;3929.100;0.200;23.100;824.100;0.200;15.100;11.100
08/26/25,2,12:09:26,13:09:32,165.000,84.000,122.100;6.100;4.100;266.100;0.200;86.100;0.200;210.100;0.200;80.100;0.200;125.100;0.200;109.100;0.200;66.100;0.200;152.100;0.200;93.100;0.200;888.100;0.200;7.100;1077.100;0.200;115.100;0.200;118.100;0.200;101.100;0.200;160.100;0.200;107.100;0.200;604.100;0.200;109.100;0.200;0.100;125.100;0.200;184.100;0.200;183.100;0.200;120.100;0.200;300.100;0.200;1040.100;0.200;160.100;0.200;158.100;0.200;214.100;0.200;112.100;0.200;234.100;0.200;12.100;186.100;0.200;5.100;28.100;904.100;0.200;78.100;0.200;151.100;0.200;30.100;12.100;7.100;57.100;0.200;155.100;0.200;17.100;18.100;4.100;2.100;36.100;4.100;2.100;2.100;102.100;0.200;23.100;34.100;4.100;5.100;30.100;20.100;76.100;0.200;7.100;21.100;66.100;0.200;88.100;0.200;827.100;0.200;0.100;749.100;0.200;42.100;16.100;23.100;140.100;0.200;29.100;1.100;27.100;29.100;1.100;44.100;176.100;0.200;81.100;0.200;0.100;766.100;0.200;7.100;479.100;0.200;21.100;45.100;23.100;11.100;17.100;80.100;0.200;20.100;2708.100;0.200;676.100;0.200;73.100;0.200;29.100;831.100;0.200;2157.100;0.200;44.100;55.100;0.200;4.100;494.100;0.200;2814.100;0.200;800.100;0.200;541.100;0.200;341.100;0.200;49.100;34.100;0.100;378.100;0.200;998.100;0.200;219.100;0.200;1.100;1.100;1.100;29.100;26.100;29.100;370.100;0.200;10.100;0.100;51.100;0.200;33.100;48.100;1161.100;0.200;32.100;414.100;0.200;30.100;4.100;8.100;176.100;0.200;1.100;774.100;0.200;22.100;756.100;0.200;77.100;0.200;24.100;7.100;2.100;2.100;35.100;12.100;819.100;0.200;77.100;0.200;458.100;0.200;21.100;8.100;2.100;16.100;184.100;0.200;133.100;0.200;249.100;0.200;21.100;1045.100;0.200;195.100;0.200;147.100;0.200;1.100;23.100;2.100;1.100;25.100;156.100;0.200;66.100;0.200;85.100;0.200;151.100;0.200;7.100;7.100;1240.100;0.200
08/26/25,3,12:09:26,13:09:32,83.000,63.000,109.100;10.100;115.100;0.200;127.100;0.200;88.100;0.200;125.100;0.200;156.100;0.200;1.100;122.100;0.200;231.100;0.200;499.100;0.200;96.100;0.200;27.100;97.100;0.200;359.100;0.200;314.100;0.200;5.100;120.100;0.200;225.100;0.200;115.100;0.200;745.100;0.200;108.100;0.200;88.100;0.200;147.100;0.200;550.100;0.200;472.100;0.200;179.100;0.200;226.100;0.200;103.100;0.200;100.100;0.200;114.100;0.200;137.100;0.200;364.100;0.200;85.100;0.200;530.100;0.200;121.100;0.200;97.100;0.200;227.100;0.200;456.100;0.200;413.100;0.200;82.100;0.200;13.100;515.100;0.200;99.100;0.200;4.100;250.100;0.200;6.100;189.100;0.200;875.100;0.200;1206.100;0.200;1165.100;0.200;109.100;0.200;112.100;0.200;11.100;349.100;0.200;1175.100;0.200;1093.100;0.200;107.100;0.200;158.100;0.200;1531.100;0.200;209.100;0.200;302.100;0.200;1318.100;0.200;187.100;0.200;10.100;5774.100;0.200;9.100;8.100;838.100;0.200;926.100;0.200;1541.100;0.200;4743.100;0.200;1676.100;0.200;10.100;8.100;16.100;4.100;4.100;27.100;4.100;113.100;0.200;23.100;11.100
08/26/25,4,12:09:26,13:09:32,161.000,76.000,1254.100;1404.100;0.200;137.100;0.200;483.100;0.200;242.100;0.200;7.100;131.100;0.200;144.100;0.200;159.100;0.200;193.100;0.200;164.100;0.200;179.100;0.200;5.100;290.100;0.200;121.100;0.200;113.100;0.200;795.100;0.200;125.100;0.200;152.100;0.200;160.100;0.200;204.100;0.200;465.100;0.200;279.100;0.200;1.100;9.100;68.100;0.200;21.100;124.100;0.200;26.100;52.100;0.200;470.100;0.200;37.100;1.100;48.100;10.100;1000.100;0.200;384.100;0.200;82.100;0.200;52.100;0.200;22.100;8.100;279.100;0.200;9.100;4.100;0.100;17.100;4.100;2.100;37.100;9.100;1713.100;0.200;7.100;23.100;8.100;5.100;11.100;158.100;0.200;180.100;0.200;173.100;0.200;90.100;0.200;150.100;0.200;341.100;0.200;184.100;0.200;684.100;0.200;172.100;0.200;2.100;23.100;13.100;259.100;0.200;3.100;7.100;253.100;0.200;54.100;0.200;10.100;485.100;0.200;343.100;0.200;1782.100;0.200;178.100;0.200;393.100;0.200;24.100;234.100;0.200;188.100;0.200;528.100;0.200;40.100;21.100;154.100;0.200;53.100;0.200;4.100;1044.100;0.200;8.100;217.100;0.200;6.100;2209.100;0.200;127.100;0.200;5.100;20.100;149.100;0.200;18.100;5.100;1.100;27.100;1.100;6.100;13.100;17.100;364.100;0.200;149.100;0.200;22.100;35.100;4.100;10.100;24.100;25.100;128.100;0.200;29.100;3.100;13.100;3487.100;0.200;234.100;0.200;56.100;0.200;1196.100;0.200;1206.100;0.200;233.100;0.200;951.100;0.200;8.100;28.100;14.100;779.100;0.200;10.100;18.100;40.100;20.100;223.100;0.200;28.100;4.100;0.100;13.100;4.100;32.100;14.100;39.100;23.100;8.100;43.100;46.100;3.100;51.100;0.200;0.100;46.100;27.100;55.100;0.200;7.100;15.100;30.100;11.100;2.100;105.100;0.200;18.100;8.100;64.100;0.200;761.100;0.200;784.100;0.200
08/26/25,5,12:09:26,13:09:32,79.000,63.000,123.100;5.100;5.100;89.100;0.200;72.100;0.200;105.100;0.200;421.100;0.200;12.100;71.100;0.200;88.100;0.200;140.100;0.200;326.100;0.200;178.100;0.200;281.100;0.200;95.100;0.200;127.100;0.200;261.100;0.200;97.100;0.200;93.100;0.200;81.100;0.200;939.100;0.200;24.100;118.100;0.200;99.100;0.200;104.100;0.200;89.100;0.200;139.100;0.200;95.100;0.200;557.100;0.200;7.100;179.100;0.200;1004.100;0.200;545.100;0.200;572.100;0.200;80.100;0.200;2.100;76.100;0.200;122.100;0.200;132.100;0.200;93.100;0.200;299.100;0.200;779.100;0.200;169.100;0.200;119.100;0.200;131.100;0.200;1297.100;0.200;134.100;0.200;7.100;21.100;1460.100;0.200;132.100;0.200;183.100;0.200;462.100;0.200;186.100;0.200;91.100;0.200;214.100;0.200;669.100;0.200;4714.100;0.200;2310.100;0.200;1.100;26.100;918.100;0.200;312.100;0.200;3807.100;0.200;23.100;343.100;0.200;15.100;20.100;1014.100;0.200;568.100;0.200;110.100;0.200;13.100;36.100;169.100;0.200;3385.100;0.200;1819.100;0.200;956.100;0.200;28.100;495.100;0.200
08/26/25,6,12:09:26,13:09:32,143.000,93.000,440.100;99.100;0.200;147.100;0.200;687.100;0.200;122.100;0.200;37.100;681.100;0.200;123.100;0.200;69.100;0.200;218.100;0.200;119.100;0.200;3.100;90.100;0.200;92.100;0.200;1.100;113.100;0.200;77.100;0.200;5.100;290.100;0.200;26.100;1050.100;0.200;119.100;0.200;1498.100;0.200;22.100;110.100;0.200;150.100;0.200;95.100;0.200;85.100;0.200;173.100;0.200;147.100;0.200;160.100;0.200;146.100;0.200;108.100;0.200;146.100;0.200;109.100;0.200;3.100;93.100;0.200;2.100;254.100;0.200;92.100;0.200;100.100;0.200;3.100;132.100;0.200;5.100;140.100;0.200;133.100;0.200;32.100;25.100;2.100;26.100;212.100;0.200;243.100;0.200;538.100;0.200;316.100;0.200;109.100;0.200;217.100;0.200;145.100;0.200;1273.100;0.200;1424.100;0.200;95.100;0.200;3.100;179.100;0.200;144.100;0.200;84.100;0.200;137.100;0.200;1073.100;0.200;108.100;0.200;98.100;0.200;199.100;0.200;130.100;0.200;168.100;0.200;106.100;0.200;400.100;0.200;2.100;30.100;0.100;38.100;127.100;0.200;105.100;0.200;101.100;0.200;146.100;0.200;4.100;194.100;0.200;348.100;0.200;1.100;1.100;1565.100;0.200;136.100;0.200;2.100;125.100;0.200;181.100;0.200;1.100;1361.100;0.200;3.100;147.100;0.200;70.100;0.200;3.100;4.100;213.100;0.200;3227.100;0.200;267.100;0.200;238.100;0.200;815.100;0.200;1064.100;0.200;545.100;0.200;1335.100;0.200;812.100;0.200;0.100;16.100;32.100;2.100;936.100;0.200;284.100;0.200;2.100;9.100;174.100;0.200;75.100;0.200;533.100;0.200;100.100;0.200;20.100;7.100;1067.100;0.200;26.100;6.100;10.100;236.100;0.200;457.100;0.200;75.100;0.200;2.100;2.100;2.100;2.100;19.100;16.100;36.100;7.100;16.100;22.100;412.100;0.200;30.100;25.100;94.100;0.200;8.100;834.100;0.200
